season,week,gameday,home_team,away_team,game_id,home_ml,away_ml,home_prob,away_prob,home_prob_raw,away_prob_raw,home_field,home_rest_days,away_rest_days,home_travel_miles,away_travel_miles,home_prob_model,away_prob_model,home_kelly_5pct,away_kelly_5pct
2025,13,2025-11-30,LAC,LV,2025_13_LV_LAC,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,MIA,NO,2025_13_NO_MIA,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,NYJ,ATL,2025_13_ATL_NYJ,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,PIT,BUF,2025_13_BUF_PIT,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,SEA,MIN,2025_13_MIN_SEA,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,TB,ARI,2025_13_ARI_TB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,TEN,JAX,2025_13_JAX_TEN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,WAS,DEN,2025_13_DEN_WAS,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-12-01,NE,NYG,2025_13_NYG_NE,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-04,DET,DAL,2025_14_DAL_DET,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,ARI,LAR,2025_14_LA_ARI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,ATL,SEA,2025_14_SEA_ATL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,BAL,PIT,2025_14_PIT_BAL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
